1624135111,1.1.1.1,0
1624135111,1.1.1.1,121
1624135111,1.1.1.1,161
1624135112,1.1.1.1,92
1624135112,1.1.1.1,0
1624135113,1.1.1.1,0
1624135113,1.1.1.1,188
1624135114,1.1.1.1,82
1624135114,1.1.1.1,83
1624135114,1.1.1.1,88
1624135115,1.1.1.1,117
1624135115,1.1.1.1,0
1624135116,1.1.1.1,0
1624135116,1.1.1.1,98
1624135117,1.1.1.1,86
1624135117,1.1.1.1,77
1624135117,1.1.1.1,139
1624135118,1.1.1.1,92
1624135118,1.1.1.1,60
1624135119,1.1.1.1,0
1624135119,1.1.1.1,64
1624135120,1.1.1.1,90
1624135120,1.1.1.1,117
1624135121,1.1.1.1,151
1624135121,1.1.1.1,77
1624135121,1.1.1.1,84
1624135122,1.1.1.1,82
1624135122,1.1.1.1,0
1624135123,1.1.1.1,123
1624135123,1.1.1.1,91
1624135123,1.1.1.1,69
1624135124,1.1.1.1,82
1624135124,1.1.1.1,102
1624135125,1.1.1.1,101
1624135125,1.1.1.1,0
1624135126,1.1.1.1,103
1624135126,1.1.1.1,123
1624135127,1.1.1.1,101
1624135127,1.1.1.1,74
1624135127,1.1.1.1,85
1624135128,1.1.1.1,93
1624135128,1.1.1.1,0
1624135129,1.1.1.1,0
1624135129,1.1.1.1,92
1624135130,1.1.1.1,82
1624135130,1.1.1.1,77
1624135130,1.1.1.1,103
1624135131,1.1.1.1,67
1624135131,1.1.1.1,0
1624135132,1.1.1.1,0
1624135132,1.1.1.1,94
1624135133,1.1.1.1,113
1624135133,1.1.1.1,74
1624135133,1.1.1.1,88
1624135134,1.1.1.1,93
1624135134,1.1.1.1,77
1624135135,1.1.1.1,0
1624135135,1.1.1.1,0
1624135136,1.1.1.1,102
1624135136,1.1.1.1,79
1624135136,1.1.1.1,77
1624135137,1.1.1.1,104
1624135137,1.1.1.1,64
1624135138,1.1.1.1,89
1624135138,1.1.1.1,0
1624135139,1.1.1.1,0
1624135139,1.1.1.1,132
1624135140,1.1.1.1,119
1624135140,1.1.1.1,110
1624135141,1.1.1.1,229
1624135141,1.1.1.1,148
1624135141,1.1.1.1,0
1624135142,1.1.1.1,85
1624135142,1.1.1.1,123
1624135143,1.1.1.1,126
1624135143,1.1.1.1,81
1624135143,1.1.1.1,89
1624135144,1.1.1.1,114
1624135144,1.1.1.1,0
1624135145,1.1.1.1,0
1624135145,1.1.1.1,58
1624135146,1.1.1.1,197
1624135146,1.1.1.1,91
1624135146,1.1.1.1,86
1624135147,1.1.1.1,99
