1624017331,1.1.1.1,56
1624017332,1.1.1.1,65
1624017332,1.1.1.1,54
1624017332,1.1.1.1,61
1624017333,1.1.1.1,53
1624017333,1.1.1.1,55
1624017334,1.1.1.1,57
1624017334,1.1.1.1,53
1624017335,1.1.1.1,56
1624017335,1.1.1.1,52
1624017335,1.1.1.1,75
1624017336,1.1.1.1,0
1624017336,1.1.1.1,0
1624017337,1.1.1.1,64
1624017337,1.1.1.1,93
1624017342,1.1.1.1,0
1624017343,1.1.1.1,56
1624017343,1.1.1.1,91
1624017343,1.1.1.1,79
1624017344,1.1.1.1,55
1624017344,1.1.1.1,0
1624017345,1.1.1.1,62
1624017345,1.1.1.1,74
1624017346,1.1.1.1,59
1624017346,1.1.1.1,61
1624017346,1.1.1.1,59
1624017347,1.1.1.1,66
1624017347,1.1.1.1,0
1624017348,1.1.1.1,54
1624017348,1.1.1.1,68
1624017349,1.1.1.1,60
1624017349,1.1.1.1,82
1624017350,1.1.1.1,64
1624017350,1.1.1.1,83
1624017350,1.1.1.1,61
1624017351,1.1.1.1,0
1624017351,1.1.1.1,57
1624017352,1.1.1.1,56
1624017352,1.1.1.1,59
1624017353,1.1.1.1,112
1624017353,1.1.1.1,67
1624017353,1.1.1.1,50
1624017354,1.1.1.1,73
1624017354,1.1.1.1,0
1624017355,1.1.1.1,0
1624017355,1.1.1.1,0
1624017356,1.1.1.1,57
1624017356,1.1.1.1,83
1624017357,1.1.1.1,56
1624017357,1.1.1.1,70
1624017357,1.1.1.1,57
1624017358,1.1.1.1,0
1624017358,1.1.1.1,59
1624017359,1.1.1.1,73
1624017359,1.1.1.1,53
1624017360,1.1.1.1,65
1624017360,1.1.1.1,88
1624017361,1.1.1.1,138
1624017361,1.1.1.1,59
1624017361,1.1.1.1,95
1624017362,1.1.1.1,0
1624017362,1.1.1.1,0
1624017363,1.1.1.1,0
1624017363,1.1.1.1,130
1624017365,1.1.1.1,0
1624017365,1.1.1.1,90
1624017366,1.1.1.1,130
1624017366,1.1.1.1,129
1624017367,1.1.1.1,0
1624017367,1.1.1.1,0
1624017368,1.1.1.1,74
1624017368,1.1.1.1,53
1624017369,1.1.1.1,54
1624017369,1.1.1.1,59
1624017369,1.1.1.1,59
1624017370,1.1.1.1,63
1624017370,1.1.1.1,0
1624017371,1.1.1.1,61
1624017371,1.1.1.1,60
1624017372,1.1.1.1,65
1624017372,1.1.1.1,64
1624017372,1.1.1.1,56
1624017373,1.1.1.1,0
1624017373,1.1.1.1,52
1624017374,1.1.1.1,0
1624017374,1.1.1.1,132
1624017375,1.1.1.1,105
1624017375,1.1.1.1,60
1624017376,1.1.1.1,191
1624017376,1.1.1.1,77
1624017376,1.1.1.1,0
1624017377,1.1.1.1,69
1624017377,1.1.1.1,64
1624017378,1.1.1.1,67
1624017378,1.1.1.1,76
1624017379,1.1.1.1,50
1624017379,1.1.1.1,60
1624017380,1.1.1.1,0
1624017380,1.1.1.1,88
1624017381,1.1.1.1,56
1624017381,1.1.1.1,66
1624017381,1.1.1.1,56
1624017382,1.1.1.1,0
1624017382,1.1.1.1,63
1624017383,1.1.1.1,59
1624017383,1.1.1.1,67
1624017384,1.1.1.1,55
1624017384,1.1.1.1,55
1624017384,1.1.1.1,62
1624017385,1.1.1.1,0
1624017385,1.1.1.1,71
1624017386,1.1.1.1,52
1624017386,1.1.1.1,49
1624017387,1.1.1.1,75
1624017387,1.1.1.1,55
1624017387,1.1.1.1,67
1624017388,1.1.1.1,0
1624017388,1.1.1.1,0
1624017389,1.1.1.1,56
1624017389,1.1.1.1,67
1624017390,1.1.1.1,76
1624017390,1.1.1.1,59
1624017390,1.1.1.1,53
1624017391,1.1.1.1,0
1624017391,1.1.1.1,56
1624017392,1.1.1.1,57
1624017392,1.1.1.1,59
1624017393,1.1.1.1,58
1624017393,1.1.1.1,57
1624017393,1.1.1.1,55
1624017394,1.1.1.1,0
1624017394,1.1.1.1,58
1624017395,1.1.1.1,52
1624017395,1.1.1.1,81
1624017396,1.1.1.1,55
1624017396,1.1.1.1,69
1624017396,1.1.1.1,56
1624017397,1.1.1.1,0
1624017397,1.1.1.1,76
1624017398,1.1.1.1,61
1624017398,1.1.1.1,60
1624017399,1.1.1.1,54
1624017399,1.1.1.1,68
1624017399,1.1.1.1,60
1624017400,1.1.1.1,58
1624017400,1.1.1.1,56
1624017401,1.1.1.1,54
1624017401,1.1.1.1,93
1624017402,1.1.1.1,84
1624017402,1.1.1.1,53
1624017402,1.1.1.1,0
1624017403,1.1.1.1,68
1624017403,1.1.1.1,62
1624017404,1.1.1.1,55
1624017404,1.1.1.1,55
1624017404,1.1.1.1,82
1624017405,1.1.1.1,54
1624017405,1.1.1.1,0
1624017406,1.1.1.1,61
1624017406,1.1.1.1,62
1624017407,1.1.1.1,180
1624017407,1.1.1.1,159
1624017408,1.1.1.1,126
1624017408,1.1.1.1,81
1624017408,1.1.1.1,0
1624017409,1.1.1.1,0
1624017409,1.1.1.1,63
1624017410,1.1.1.1,66
1624017410,1.1.1.1,64
1624017411,1.1.1.1,169
1624017411,1.1.1.1,87
1624017411,1.1.1.1,0
1624017412,1.1.1.1,0
1624017412,1.1.1.1,83
1624017413,1.1.1.1,132
1624017413,1.1.1.1,66
1624017414,1.1.1.1,65
1624017414,1.1.1.1,74
1624017414,1.1.1.1,0
1624017415,1.1.1.1,0
1624017415,1.1.1.1,127
1624017416,1.1.1.1,60
1624017416,1.1.1.1,64
1624017417,1.1.1.1,52
1624017417,1.1.1.1,57
1624017417,1.1.1.1,62
1624017418,1.1.1.1,60
1624017418,1.1.1.1,0
1624017419,1.1.1.1,63
1624017419,1.1.1.1,58
1624017420,1.1.1.1,65
1624017420,1.1.1.1,54
1624017420,1.1.1.1,73
1624017421,1.1.1.1,93
1624017421,1.1.1.1,0
1624017422,1.1.1.1,62
1624017422,1.1.1.1,69
1624017423,1.1.1.1,126
1624017423,1.1.1.1,100
1624017424,1.1.1.1,60
1624017424,1.1.1.1,86
1624017424,1.1.1.1,55
1624017425,1.1.1.1,0
1624017425,1.1.1.1,0
1624017426,1.1.1.1,100
1624017426,1.1.1.1,56
1624017427,1.1.1.1,77
1624017427,1.1.1.1,77
1624017428,1.1.1.1,85
1624017428,1.1.1.1,99
1624017429,1.1.1.1,249
1624017429,1.1.1.1,0
1624017429,1.1.1.1,52
1624017430,1.1.1.1,113
1624017430,1.1.1.1,66
1624017431,1.1.1.1,59
1624017431,1.1.1.1,65
1624017431,1.1.1.1,55
1624017432,1.1.1.1,0
1624017432,1.1.1.1,54
1624017433,1.1.1.1,59
1624017433,1.1.1.1,65
1624017434,1.1.1.1,63
1624017434,1.1.1.1,274
1624017435,1.1.1.1,244
1624017435,1.1.1.1,251
1624017435,1.1.1.1,89
1624017436,1.1.1.1,0
1624017436,1.1.1.1,53
1624017437,1.1.1.1,64
1624017437,1.1.1.1,62
1624017438,1.1.1.1,267
1624017438,1.1.1.1,236
1624017438,1.1.1.1,58
1624017439,1.1.1.1,71
1624017439,1.1.1.1,0
1624017440,1.1.1.1,55
1624017440,1.1.1.1,80
1624017441,1.1.1.1,67
1624017441,1.1.1.1,145
1624017442,1.1.1.1,152
1624017442,1.1.1.1,134
1624017442,1.1.1.1,147
1624017443,1.1.1.1,0
1624017443,1.1.1.1,0
1624017444,1.1.1.1,54
1624017444,1.1.1.1,65
1624017445,1.1.1.1,59
1624017445,1.1.1.1,58
1624017446,1.1.1.1,60
1624017446,1.1.1.1,68
1624017446,1.1.1.1,51
1624017447,1.1.1.1,64
1624017447,1.1.1.1,0
1624017448,1.1.1.1,0
1624017448,1.1.1.1,56
1624017449,1.1.1.1,65
1624017449,1.1.1.1,58
1624017450,1.1.1.1,56
1624017450,1.1.1.1,65
1624017450,1.1.1.1,61
1624017451,1.1.1.1,0
1624017451,1.1.1.1,0
1624017452,1.1.1.1,174
1624017452,1.1.1.1,56
1624017453,1.1.1.1,168
1624017453,1.1.1.1,65
1624017453,1.1.1.1,55
1624017454,1.1.1.1,66
1624017454,1.1.1.1,0
1624017455,1.1.1.1,60
1624017455,1.1.1.1,67
1624017456,1.1.1.1,54
1624017456,1.1.1.1,116
1624017457,1.1.1.1,60
1624017457,1.1.1.1,81
1624017457,1.1.1.1,63
1624017458,1.1.1.1,0
1624017458,1.1.1.1,61
1624017459,1.1.1.1,60
1624017459,1.1.1.1,72
1624017460,1.1.1.1,84
1624017460,1.1.1.1,274
1624017460,1.1.1.1,69
1624017461,1.1.1.1,54
1624017461,1.1.1.1,0
1624017462,1.1.1.1,57
1624017462,1.1.1.1,0
